"","INSTNM","STABBR","ACCREDAGENCY","HIGHDEG","ADM_RATE_ALL","SAT_AVG_ALL","PCIP14","UGDS","COSTT4_A","COSTT4_P","TUITIONFEE_IN","TUITIONFEE_OUT","TUITFTE","INEXPFTE","AVGFACSAL","PCTFLOAN","PAR_ED_PCT_PS","DEP_INC_AVG","DEBT_MDN","AGE_ENTRY","FEMALE","VETERAN","FAMINC","GRADS"
"906","North Idaho College","ID","Northwest Commission on Colleges and Universities",2,"NULL","NULL","0.0056","4107","11074","NULL","3288","8160","2530","7364","6303","0.238","0.5828494864","47565.934211","5250","25.050561798","0.5710272873","0.0136436597","36993.498395","NULL"
"907","Northwest Nazarene University","ID","Northwest Commission on Colleges and Universities",4,"0.95283018867924","1113","0.0237","1244","37621","NULL","28650","28650","11405","8031","6016","0.5926","0.6611570248","76105.440367","18000","24.604006163","0.625577812","PrivacySuppressed","62125.035439","707"
"908","Elevate Salon Institute-Chubbuck","ID","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","23","NULL","19673","NULL","NULL","8331","2216","NULL","0.6905","PrivacySuppressed","PrivacySuppressed","13000","25.133333333","PrivacySuppressed","PrivacySuppressed","20193.5","NULL"
"909","Brigham Young University-Idaho","ID","Northwest Commission on Colleges and Universities",3,"0.95830221558376","1036","0.0285","32042","12011","NULL","3920","3920","2394","3824","7761","0.2306","0.7565101692","70087.436312","6606","23.942580232","0.5382646064","0.0040230411","52778.436134","NULL"
"910","College of Southern Idaho","ID","Northwest Commission on Colleges and Universities",2,"NULL","NULL","0.0214","4047","11302","NULL","3120","6720","2589","5886","5856","0.1475","0.5840978593","44031.016434","5499.5","23.612836439","0.6050724638","PrivacySuppressed","35992.468944","NULL"
"911","Adler University","IL","Higher Learning Commission",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","30737","15110","7956","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","1099"
"912","American Academy of Art","IL","Accrediting Commission of Career Schools and Colleges",3,"NULL","NULL","0","297","37439","NULL","32220","32220","29065","5453","4703","0.8486","0.625","PrivacySuppressed","27000","20.006622517","0.6887417219","PrivacySuppressed","54148.781457","NULL"
"913","School of the Art Institute of Chicago","IL","Higher Learning Commission",4,"0.59324942791762","1127","0","2848","59698","NULL","45750","45750","32199","16114","9651","0.3954","0.787363305","91852.495352","19809.5","21.148105626","0.7221584386","PrivacySuppressed","81855.588978","721"
"914","Augustana College","IL","Higher Learning Commission",3,"0.51616821011082","NULL","0.0147","2522","50400","NULL","39621","39621","17128","10083","7649","0.6998","0.7775647172","102766.62558","25617","19.553406998","0.5883977901","PrivacySuppressed","101517.56354","NULL"
"915","Aurora University","IL","Higher Learning Commission",4,"0.87724665391969","1005","0","3784","32930","NULL","22830","22830","12536","5561","7636","0.6885","0.5430533545","70462.216041","15750","23.373099954","0.6651312759","0.0078304929","60291.360663","1847"
"916","Tricoci University of Beauty Culture-Urbana","IL","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","48","NULL","15436","NULL","NULL","11316","4678","NULL","0.7467","0.512345679","39157.780488","5500","25.097938144","0.9381443299","PrivacySuppressed","25612.690722","NULL"
"917","Southwestern Illinois College","IL","Higher Learning Commission",2,"NULL","NULL","0.0026","8056","11127","NULL","3420","15750","3410","4844","7653","0.2035","0.571125908","40084.976702","3500","24.704372872","0.5600942655","0.0117831893","31271.154229","NULL"
"918","Bethany Theological Seminary","IN","Higher Learning Commission",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3969","50677","5752","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","49"
"919","Black Hawk College","IL","Higher Learning Commission",2,"NULL","NULL","0","3678","11098","NULL","4410","7650","1803","5189","6911","0.1074","0.5575384615","43514.040732","3857","23.509424084","0.6298429319","0.0073298429","35157.18534","NULL"
"920","Blackburn College","IL","Higher Learning Commission",3,"0.53846153846153","968","0","587","27769","NULL","21162","21162","11976","6604","5822","0.8239","0.5604395604","47211.929178","11135.5","20.555555556","0.5603864734","PrivacySuppressed","41564.886473","NULL"
"921","Blessing Rieman College of Nursing and Health Sciences","IL","Higher Learning Commission",4,"NULL","NULL","0","255","NULL","NULL","NULL","NULL","10170","11576","5917","0.418","0.6299212598","72411.341176","15000","25.333333333","0.8510638298","PrivacySuppressed","55160.453901","15"
"922","Blessing Hospital School of Radiologic Technology","IL","Higher Learning Commission",1,"NULL","NULL","0","17","NULL","NULL","NULL","NULL","5673","23951","NULL","0.5333","0.6299212598","72411.341176","15000","25.333333333","0.8510638298","PrivacySuppressed","55160.453901","NULL"
"923","Bradley University","IL","Higher Learning Commission",4,"0.69814020028612","1141","0.1931","4464","44130","NULL","32120","32120","18932","13741","8476","0.6452","0.7639563107","95688.205794","23750","20.055747126","0.5298850575","PrivacySuppressed","92115.841379","1125"
"924","Paul Mitchell the School-Bradley","IL","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","312","NULL","19243","NULL","NULL","13049","4648","NULL","0.5527","0.4701986755","49402.754011","7917","24.567039106","0.9245810056","PrivacySuppressed","34935.136872","NULL"
"925","Cameo Beauty Academy","IL","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","92","NULL","23483","NULL","NULL","6922","5778","NULL","0.4805","0.5306122449","41601.489362","9500","25.123893805","PrivacySuppressed","PrivacySuppressed","24815.690265","NULL"
"926","Cannella School of Hair Design-Villa Park","IL","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","39","NULL","11289","NULL","NULL","4533","4122","NULL","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","26.875","PrivacySuppressed","PrivacySuppressed","20532.791667","NULL"
"927","Cannella School of Hair Design-Chicago","IL","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","49","NULL","13498","NULL","NULL","10163","9125","NULL","0.5439","0.5348837209","16339.586207","3500","25.463768116","PrivacySuppressed","PrivacySuppressed","11752.826087","NULL"
"928","Cannella School of Hair Design-Chicago","IL","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","85","NULL","9313","NULL","NULL","6003","5300","NULL","0","0.2682926829","25460.266667","PrivacySuppressed","27.935897436","PrivacySuppressed","PrivacySuppressed","20953.948718","NULL"
"929","Cannella School of Hair Design-Elgin","IL","NULL",1,"NULL","NULL","0","31","NULL","13336","NULL","NULL","6017","5356","NULL","0.1897","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","25.166666667","PrivacySuppressed","PrivacySuppressed","31537.75","NULL"
"930","Empire Beauty School-Hanover Park","IL","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","67","NULL","18394","NULL","NULL","9630","8600","NULL","0.6667","0.4475476839","35381.824034","8915","26.165320409","0.9337641357","0.0086160474","21932.617124","NULL"
"931","Capri Beauty College","IL","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","63","NULL","23123","NULL","NULL","10615","7227","NULL","0.5895","0.5488721805","80407.568421","9833","23.671052632","PrivacySuppressed","PrivacySuppressed","59840.355263","NULL"
"932","Carl Sandburg College","IL","Higher Learning Commission",2,"NULL","NULL","0","1475","10168","NULL","4390","7330","3257","5755","5653","0.1489","0.5737142857","33133.237398","3500","23.500497512","0.6199004975","0.0208955224","27726.343284","NULL"
"933","Catholic Theological Union at Chicago","IL","Commission on Accrediting of the Association of Theological Schools",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","16489","22141","4025","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","334"
"934","La James International College-East Moline","IL","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","18","NULL","19340","NULL","NULL","12391","11077","NULL","0.6957","PrivacySuppressed","PrivacySuppressed","9500","26.238095238","PrivacySuppressed","PrivacySuppressed","14549.666667","NULL"
"935","Midwestern University-Downers Grove","IL","Higher Learning Commission",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","46533","19268","11002","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","2914"
"936","The Chicago School of Professional Psychology at Chicago","IL","Western Association of Schools and Colleges Senior Colleges and University Commission",4,"0.43949044585987","NULL","NULL","NULL","NULL","NULL","NULL","NULL","34007","12848","7044","NULL","0.5357142857","60377.666667","4750","31.729064039","0.8325123153","PrivacySuppressed","31396.256158","1363"
"937","Chicago State University","IL","Higher Learning Commission",4,"0.57876312718786","883","0","2352","21509","NULL","10252","17212","7159","15755","6987","0.8527","0.5797546012","33355.218623","22000","28.718628215","0.7038191738","0.0265003897","21800.619641","1226"
"938","Chicago Theological Seminary","IL","Commission on Accrediting of the Association of Theological Schools",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","15616","30252","8679","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","250"
"939","University of Chicago","IL","Higher Learning Commission",4,"0.07937365010799","1508","0","5978","70100","NULL","53649","53649","27310","88004","17399","0.1871","0.797564688","107141.12893","14853","20.008797654","0.5190615836","PrivacySuppressed","100617.13196","9774"
"940","City Colleges of Chicago-Kennedy-King College","IL","Higher Learning Commission",2,"NULL","NULL","0","2537","11068","NULL","3506","11906","1730","6832","7652","0.2051","0.5015518312","21301.552336","4497.5","26.988064791","0.6035805627","0.0136402387","16136.605712","NULL"
"941","City Colleges of Chicago-Malcolm X College","IL","Higher Learning Commission",2,"NULL","NULL","0","4653","10427","NULL","3506","11906","1469","4214","8644","0.1196","0.4369091656","22849.840936","3500","25.247821034","0.777454968","0.0084253341","19490.603719","NULL"
"942","City Colleges of Chicago-Olive-Harvey College","IL","Higher Learning Commission",2,"NULL","NULL","0","1665","10964","NULL","3506","11906","1004","5598","8735","0.1411","0.5306122449","21728.341085","4148","25.964622642","0.626572327","0.0110062893","17479.72956","NULL"
"943","City Colleges of Chicago-Harry S Truman College","IL","Higher Learning Commission",2,"NULL","NULL","0.0015","3265","10651","NULL","3506","11906","1094","3989","8791","0.0487","0.4902225219","22819.713718","4500","25.653581943","0.6040235525","0.0093228656","19163.622179","NULL"
"944","City Colleges of Chicago-Richard J Daley College","IL","Higher Learning Commission",2,"NULL","NULL","0.0026","3395","9017","NULL","3506","11906","861","2443","8714","0.0255","0.3875","27051.37219","3500","22.789044289","0.5734265734","PrivacySuppressed","23583.256993","NULL"
"945","City Colleges of Chicago-Harold Washington College","IL","Higher Learning Commission",2,"NULL","NULL","0.0014","7210","9579","NULL","3506","11906","2248","3708","8696","0.082","0.4513133457","25361.710048","3500","22.633307573","0.5672333849","0.0061823802","21889.802937","NULL"
"946","City Colleges of Chicago-Wilbur Wright College","IL","Higher Learning Commission",2,"NULL","NULL","0.006","6761","8683","NULL","3506","11906","1662","3581","8943","0.0284","0.4269662921","28162.930479","3500","23.316153363","0.5549968573","0.0065996229","25237.791326","NULL"
"947","Columbia College Chicago","IL","Higher Learning Commission",4,"0.8805862566074","NULL","0","7739","40503","NULL","25334","25334","20199","12704","8233","0.6747","0.7505136484","80950.268923","20000","21.027710519","0.6115146624","0.0029593758","72793.009147","311"
"948","Concordia University-Chicago","IL","Higher Learning Commission",4,"0.49687630154102","1011","0","1467","39036","NULL","30630","30630","14325","9534","3957","0.7245","0.6149936468","69427.950284","15678","22.408529742","0.5723905724","PrivacySuppressed","61554.384961","4073"
"949","Le Cordon Bleu College of Culinary Arts-Chicago","IL","NULL",2,"NULL","NULL","0","418","NULL","NULL","NULL","NULL","12805","3987","6152","0.8305","0.4910394265","39758.92","14948","27.75","0.5295698925","0.0376344086","23071.043011","NULL"
"950","Coyne College","IL","Accrediting Commission of Career Schools and Colleges",2,"NULL","NULL","0","458","NULL","20705","NULL","NULL","12097","3806","5145","0.768","0.4316939891","31305.226277","9500","26.784615385","0.3384615385","PrivacySuppressed","21926.019231","NULL"
